Date,pm2.5
2015-04-15,129.4224018717123
2015-04-16,152.00310931930613
2015-04-17,133.3055092201879
2015-04-18,102.18201182911821
2015-04-19,139.94963992397845
2015-04-20,111.49267405813846
2015-04-21,113.11287148002607
2015-04-22,152.36971884465922
2015-04-23,111.22753294630773
2015-04-24,109.78519078657285
2015-04-25,138.8463645421738
2015-04-26,63.238121881702554
2015-04-27,135.5837133527873
2015-04-28,108.26986199025656
2015-04-29,144.29932474795433
2015-04-30,115.58662014892951
2015-05-01,89.27990631622016
2015-05-02,79.20138319957881
2015-05-03,125.00751245505327
2015-05-04,97.24066399770359
2015-05-05,103.86864207566663
2015-05-06,124.10923827811136
2015-05-07,81.26607452236692
2015-05-08,106.17497876238559
2015-05-09,107.24026597219128
2015-05-10,152.2545932164296
2015-05-11,93.39374905395664
2015-05-12,88.17019402003648
2015-05-13,91.16144143018293
2015-05-14,112.00355436055374
2015-05-15,95.75255327533344
2015-05-16,128.48673094535442
2015-05-17,100.82314570130661
2015-05-18,81.2274905012071
2015-05-19,129.5791691239616
2015-05-20,70.91393949028527
2015-05-21,93.04295998296332
2015-05-22,75.64640046491328
2015-05-23,49.13351249765535
2015-05-24,85.43613855969961
2015-05-25,83.75376282715926
2015-05-26,86.02411111507134
2015-05-27,61.508867503663254
2015-05-28,86.20163980896994
2015-05-29,99.43069383060084
2015-05-30,72.98344826807849
2015-05-31,77.52062730186023
2015-06-01,105.38245816964093
2015-06-02,93.32167916921637
2015-06-03,50.264528740849016
2015-06-04,107.43492490978882
2015-06-05,88.41423405624789
2015-06-06,96.52205496788498
2015-06-07,54.59750476068021
2015-06-08,85.3850918354298
2015-06-09,98.70402216897348
2015-06-10,99.8179432664412
2015-06-11,75.18339127716952
2015-06-12,104.59027511228388
2015-06-13,95.22669754100382
2015-06-14,83.8885911402112
2015-06-15,117.4448549388514
2015-06-16,68.02040693053301
2015-06-17,91.10723082792623
2015-06-18,52.811240361346535
2015-06-19,88.46233790807827
2015-06-20,51.1053180795068
2015-06-21,59.76291815228518
2015-06-22,90.8278295401799
2015-06-23,63.18267524801139
2015-06-24,59.31581861537319
2015-06-25,93.08552345430164
2015-06-26,61.177862030650104
2015-06-27,84.98873355665992
2015-06-28,39.26791943494023
2015-06-29,28.217866646912185
2015-06-30,73.14508998444248
2015-07-01,65.77908716706612
2015-07-02,98.09778887494062
2015-07-03,60.00530382747343
2015-07-04,48.99118590803272
2015-07-05,85.06449853511536
2015-07-06,54.53709524749179
2015-07-07,49.590704097753914
2015-07-08,57.627691881931284
2015-07-09,49.74314624241248
2015-07-10,76.24235680561895
2015-07-11,74.22214523544655
2015-07-12,65.80935548197156
2015-07-13,64.60926681168088
2015-07-14,71.58213467221029
2015-07-15,73.85153168086117
2015-07-16,75.21580681544029
2015-07-17,64.48258493420732
2015-07-18,75.40383263649426
2015-07-19,68.63468425034239
2015-07-20,44.75885572897658
2015-07-21,60.76549836198409
2015-07-22,52.176666850647145
2015-07-23,39.874754356328694
2015-07-24,53.69748150328259
2015-07-25,103.97261699818034
2015-07-26,108.24413290038072
2015-07-27,49.74511705355658
2015-07-28,67.04316584103249
2015-07-29,30.726374155034257
2015-07-30,54.73598468361031
2015-07-31,30.330283597433436
2015-08-01,46.999036669482386
2015-08-02,56.40382244083375
2015-08-03,28.120411521838605
2015-08-04,44.76629896968594
2015-08-05,50.18270811533467
2015-08-06,30.562805619343052
2015-08-07,36.71454283022001
2015-08-08,21.987889727870197
2015-08-09,50.64484901503281
2015-08-10,69.32275413802968
2015-08-11,13.988505359019939
2015-08-12,19.51213032179524
2015-08-13,57.61745730774592
2015-08-14,22.478912109858754
2015-08-15,43.44473996688076
2015-08-16,62.75799520734442
2015-08-17,52.906782243799626
2015-08-18,68.78320970499678
2015-08-19,57.89028634126458
2015-08-20,47.783303695366
2015-08-21,63.80695764746358
2015-08-22,41.77990292908745
2015-08-23,12.513663109279342
2015-08-24,65.35823977517174
2015-08-25,57.95081048891662
2015-08-26,40.216600596409805
2015-08-27,47.78732678301223
2015-08-28,46.65041276532773
2015-08-29,51.35868597353156
2015-08-30,99.23581565600132
2015-08-31,68.3720141692613
2015-09-01,65.52871858115773
2015-09-02,66.67242252936059
2015-09-03,17.538121917003814
2015-09-04,63.198371122624394
2015-09-05,24.616767263426446
2015-09-06,67.61401248268156
2015-09-07,53.45072168800159
2015-09-08,32.3959571450927
2015-09-09,16.66072797652393
2015-09-10,21.14673590958155
2015-09-11,52.587549581613416
2015-09-12,88.46777176877785
2015-09-13,70.4984916434663
2015-09-14,54.384383695886534
2015-09-15,69.97018945989332
2015-09-16,52.97685880543286
2015-09-17,48.0751878484343
2015-09-18,42.65389710222776
2015-09-19,57.48524076948934
2015-09-20,31.915754886754996
2015-09-21,23.345938508960003
2015-09-22,24.684758878248655
2015-09-23,73.26661308334661
2015-09-24,66.42360525098348
2015-09-25,72.8852133009235
2015-09-26,47.30005037188835
2015-09-27,63.04086311295582
2015-09-28,78.82763914421604
2015-09-29,69.98361781667286
2015-09-30,28.439584177874963
2015-10-01,62.91588897225877
2015-10-02,75.92850299332609
2015-10-03,56.06559007480754
2015-10-04,59.0690757764261
2015-10-05,72.25385948386985
2015-10-06,81.56288838330983
2015-10-07,42.80002723679098
2015-10-08,63.33734979328002
2015-10-09,72.38475408455218
2015-10-10,74.32749743262558
2015-10-11,47.75060235832274
2015-10-12,74.37692430002447
2015-10-13,41.30854191066179
2015-10-14,73.08439412182628
2015-10-15,51.90903792770475
2015-10-16,89.18866543268568
2015-10-17,74.98545461781595
2015-10-18,105.76381453658806
2015-10-19,103.05451427348494
2015-10-20,76.53815854703987
2015-10-21,101.3323168084012
2015-10-22,42.245317454015456
2015-10-23,79.09561165213401
2015-10-24,96.37474706889255
2015-10-25,65.98406514981896
2015-10-26,66.07199012479188
2015-10-27,75.10795353859545
2015-10-28,75.77923467762069
2015-10-29,94.92819807841063
2015-10-30,74.98031754539491
2015-10-31,54.167712026588276
2015-11-01,62.632661546049654
2015-11-02,71.62892188006549
2015-11-03,73.80697403877988
2015-11-04,80.99837188746551
2015-11-05,105.50829886651881
2015-11-06,47.44458315735735
2015-11-07,93.12545902551147
2015-11-08,55.24723480652305
2015-11-09,80.38307261645113
2015-11-10,77.21435089400276
2015-11-11,70.65184453806339
2015-11-12,98.29638279008051
2015-11-13,112.10260280526101
2015-11-14,106.37515567475133
2015-11-15,96.28587492784969
2015-11-16,93.72507010321496
2015-11-17,99.46432603893749
2015-11-18,41.63774130986208
2015-11-19,89.549506781903
2015-11-20,81.84418049992387
2015-11-21,97.77719119637206
2015-11-22,93.13471877045198
2015-11-23,123.52563932790568
2015-11-24,102.40105049028428
2015-11-25,81.27903192551098
2015-11-26,122.62829883885928
2015-11-27,115.21685571574726
2015-11-28,49.07245907862078
2015-11-29,99.02097406462008
2015-11-30,111.50387409146872
2015-12-01,100.95583441101024
2015-12-02,119.06205283430762
2015-12-03,109.62400879151994
2015-12-04,83.97750933475747
2015-12-05,93.31596547729228
2015-12-06,101.21969811385087
2015-12-07,99.20092258170637
2015-12-08,99.90729491831179
2015-12-09,81.52913809542352
2015-12-10,85.15099679833833
2015-12-11,78.27640940083921
2015-12-12,78.78379640493415
2015-12-13,121.25508372718885
2015-12-14,124.30383168344298
2015-12-15,91.14685915878859
2015-12-16,138.61102740304494
2015-12-17,102.14409081451463
2015-12-18,117.76412855125412
2015-12-19,97.25436817380752
2015-12-20,99.29174204511297
2015-12-21,84.0774951707205
2015-12-22,78.33406367194672
2015-12-23,107.63118488032615
2015-12-24,105.03188431032008
2015-12-25,94.11651353631058
2015-12-26,115.60325681578165
2015-12-27,102.67199939418367
2015-12-28,98.02451418830005
2015-12-29,85.39248671917599
2015-12-30,113.99216604052403
2015-12-31,78.5932166620916
2016-01-01,129.17877886907135
2016-01-02,139.7641687111954
2016-01-03,123.50494335935691
2016-01-04,101.22721213806093
2016-01-05,111.20386349251179
2016-01-06,111.97417214212135
2016-01-07,121.23708366251142
2016-01-08,108.08228766574578
2016-01-09,127.5106248455668
2016-01-10,145.79659111608112
2016-01-11,133.4314645250821
2016-01-12,176.43321361649237
2016-01-13,129.7335856704756
2016-01-14,102.22911137431609
2016-01-15,115.8463123015535
2016-01-16,173.8403017134557
2016-01-17,137.12983237194564
2016-01-18,128.42434232466846
2016-01-19,116.0155905737422
2016-01-20,154.61252682013293
2016-01-21,113.58350000236528
2016-01-22,135.78452076389755
2016-01-23,161.3067417144064
2016-01-24,133.76579957639285
2016-01-25,123.67071233316291
2016-01-26,124.58960211278743
2016-01-27,95.85512723606419
2016-01-28,136.70661044791163
2016-01-29,171.96852334984067
2016-01-30,143.6201505296119
2016-01-31,149.30377730653677
2016-02-01,91.63561666462721
2016-02-02,137.78121864152064
2016-02-03,151.88185223356513
2016-02-04,122.94470272257021
2016-02-05,150.004729682106
2016-02-06,121.7808365672412
2016-02-07,150.63083378866355
2016-02-08,109.40374264620294
2016-02-09,89.9459575127561
2016-02-10,174.0365170202903
2016-02-11,185.01121980584136
2016-02-12,144.0541048886913
2016-02-13,166.1080087800409
2016-02-14,147.00729734372268
2016-02-15,168.51170127683855
2016-02-16,149.3362882617308
2016-02-17,174.895431097781
2016-02-18,147.6887284114201
2016-02-19,150.62254176822103
2016-02-20,169.35804817567663
2016-02-21,135.88295602997255
2016-02-22,124.90992454484922
2016-02-23,124.48213252976932
2016-02-24,185.72725407142974
2016-02-25,156.8581507644857
2016-02-26,134.4576456741627
2016-02-27,171.24885271520847
2016-02-28,139.46190776724268
2016-02-29,165.97047826446038
2016-03-01,146.02004331974004
2016-03-02,134.7918478070832
2016-03-03,181.22716591716147
2016-03-04,176.5181388218298
2016-03-05,141.5722721023127
2016-03-06,167.51238892727983
2016-03-07,141.84429276971517
2016-03-08,151.8173207051934
2016-03-09,140.79260700919946
2016-03-10,132.5125484142274
2016-03-11,176.44656974510377
2016-03-12,125.83009402709487
2016-03-13,153.56288818600893
2016-03-14,138.3091155910543
2016-03-15,147.51634843094806
2016-03-16,128.256934884246
2016-03-17,158.76844819246864
2016-03-18,125.64674412387956
2016-03-19,117.47286044123017
2016-03-20,139.32026274495863
2016-03-21,174.35392182452222
2016-03-22,147.36667577373086
2016-03-23,139.35851362677337
2016-03-24,184.5811463747757
2016-03-25,164.04840651922026
2016-03-26,165.77022352398703
2016-03-27,141.57624318126142
2016-03-28,127.45627675654829
2016-03-29,182.44032151091577
2016-03-30,137.8515624846811
2016-03-31,160.26900773334512
2016-04-01,121.13757787686541
2016-04-02,140.91042780779466
2016-04-03,163.186112852154
2016-04-04,171.75272185836835
2016-04-05,164.41287842625027
2016-04-06,149.7621373630114
2016-04-07,136.4725057080327
2016-04-08,129.19577992392556
2016-04-09,150.66924656328806
2016-04-10,160.79802130021213
2016-04-11,189.75718112903044
2016-04-12,152.08533893070867
2016-04-13,124.50685350971605
2016-04-14,128.76977333524687
2016-04-15,150.97983829779733
2016-04-16,139.03847672555415
2016-04-17,146.9212675062484
2016-04-18,148.92275698922091
2016-04-19,153.44435916517827
2016-04-20,174.3116121713081
2016-04-21,158.5186858669455
2016-04-22,129.44072548833157
2016-04-23,142.52019757234712
2016-04-24,117.26371636128854
2016-04-25,122.7187496708092
2016-04-26,126.76714525067723
2016-04-27,116.81731111031924
2016-04-28,132.639485175815
2016-04-29,121.95614661867099
2016-04-30,140.1283461748931
2016-05-01,132.45896602415286
2016-05-02,149.5788862280994
2016-05-03,120.27440717597078
2016-05-04,130.02436469396153
2016-05-05,139.47911388233544
2016-05-06,154.0590560953058
2016-05-07,127.63928433462144
2016-05-08,110.17980346034678
2016-05-09,144.2932791837457
2016-05-10,104.01349536935075
2016-05-11,131.66500752682157
2016-05-12,135.1916316961876
2016-05-13,115.54696813487355
2016-05-14,114.8253616255182
2016-05-15,121.95334759085026
2016-05-16,133.6291488652642
2016-05-17,143.79395842382715
2016-05-18,134.84143755093842
2016-05-19,107.00889612274653
2016-05-20,110.38117562929881
2016-05-21,104.03994679856714
2016-05-22,117.9248905877421
2016-05-23,137.02943599927346
2016-05-24,92.71386713607254
2016-05-25,73.51412051428733
2016-05-26,117.99278537254968
2016-05-27,91.15371081170919
2016-05-28,113.34323483033164
2016-05-29,95.859926618914
2016-05-30,105.00827127565249
2016-05-31,132.83187566508906
2016-06-01,110.52482500098574
2016-06-02,83.94925834990346
2016-06-03,107.10964363956722
2016-06-04,99.54408375916405
2016-06-05,123.00716252834421
2016-06-06,93.25432271645663
2016-06-07,115.77542169137803
2016-06-08,125.06746812728639
2016-06-09,125.51066351179833
2016-06-10,133.53077237474588
2016-06-11,101.77165316119608
2016-06-12,112.76971982790059
2016-06-13,120.11489081473925
2016-06-14,96.13394410444862
2016-06-15,86.61616583754328
2016-06-16,99.67858261761162
2016-06-17,109.77841019489033
2016-06-18,68.22272335545209
2016-06-19,78.42475929304479
2016-06-20,93.37674191706175
2016-06-21,98.86466878931543
2016-06-22,96.97312760096386
2016-06-23,54.09234437140844
2016-06-24,132.25684758377088
2016-06-25,106.93655556067273
2016-06-26,93.5899021748059
2016-06-27,86.85877462926095
2016-06-28,106.3021572495027
2016-06-29,73.92937510961961
2016-06-30,83.62095823639149
2016-07-01,97.61078731769317
2016-07-02,67.40164225684276
2016-07-03,86.5680342196664
2016-07-04,88.7532130614552
2016-07-05,137.2699482465979
2016-07-06,115.31789116258275
2016-07-07,93.96084573837366
2016-07-08,91.49322291012257
2016-07-09,88.68150113504349
2016-07-10,87.55679949462751
2016-07-11,86.2085699236208
2016-07-12,57.41190809090491
2016-07-13,126.09763081669922
2016-07-14,67.45837252548687
2016-07-15,84.93215082482777
2016-07-16,70.9738300383551
2016-07-17,87.88826871002377
2016-07-18,95.67214570841234
2016-07-19,49.74934076046665
2016-07-20,90.05740813693154
2016-07-21,63.53614343009102
2016-07-22,46.08427404511778
2016-07-23,50.34628205542311
2016-07-24,18.29866371359352
2016-07-25,50.21887478059121
2016-07-26,57.02996544742935
2016-07-27,105.43927627140309
2016-07-28,103.18036624172676
2016-07-29,80.38945290889819
2016-07-30,73.02216118694668
2016-07-31,89.09265222932898
2016-08-01,28.802921435791504
2016-08-02,72.72201332157104
2016-08-03,55.38150028998163
2016-08-04,45.94252387298428
2016-08-05,68.45721519920312
2016-08-06,34.27906594727586
2016-08-07,33.44727902099995
2016-08-08,55.06044047115413
2016-08-09,68.4272527216838
2016-08-10,29.848339398879105
2016-08-11,63.390492025978546
2016-08-12,50.010390238229455
2016-08-13,55.17783685085987
2016-08-14,99.06868846001713
2016-08-15,68.9291741688482
2016-08-16,83.49154452206922
2016-08-17,55.16958276805454
2016-08-18,48.77025284332335
2016-08-19,41.164775076494976
2016-08-20,89.85880990044885
2016-08-21,61.08531734537449
2016-08-22,69.82857830399618
2016-08-23,50.75678259178159
2016-08-24,109.08296452601758
2016-08-25,74.72561511085821
2016-08-26,73.15694374268921
2016-08-27,41.03526737194396
2016-08-28,70.99932700270683
2016-08-29,29.705258898634444
2016-08-30,49.670332862023635
2016-08-31,6.979228702621846
2016-09-01,109.05224602255547
2016-09-02,12.071809667312607
2016-09-03,67.63016336630822
2016-09-04,79.32298214036048
2016-09-05,82.38955843779775
2016-09-06,45.625218001482594
2016-09-07,12.970064164315929
2016-09-08,13.715262790313702
2016-09-09,73.11823959698427
2016-09-10,43.98759510977682
2016-09-11,65.30197776763448
2016-09-12,42.63797162319311
2016-09-13,6.370211583002472
2016-09-14,103.72803632575125
2016-09-15,31.296832885434565
2016-09-16,50.01315954749751
2016-09-17,41.590653603879915
2016-09-18,74.82252317880125
2016-09-19,34.13086456217516
2016-09-20,42.003683318782606
2016-09-21,38.81603564592986
2016-09-22,26.05685778357799
2016-09-23,36.92984559204064
2016-09-24,29.653884706557104
2016-09-25,74.42480683692487
2016-09-26,79.09376621325686
2016-09-27,66.94654814778369
2016-09-28,70.8968560967219
2016-09-29,28.458991797785185
2016-09-30,35.624334483269564
2016-10-01,88.1884907686422
2016-10-02,48.30442595340595
2016-10-03,52.82036137795092
2016-10-04,44.29049452235577
2016-10-05,56.85605007739565
2016-10-06,66.46567392177337
2016-10-07,12.891673353815477
2016-10-08,85.33621346086117
2016-10-09,66.16960273645392
2016-10-10,69.3167519750107
2016-10-11,68.87337081133991
2016-10-12,68.4697823242116
2016-10-13,83.28877755126288
2016-10-14,47.33510640592463
2016-10-15,20.171700265946612
2016-10-16,8.699331432690613
2016-10-17,91.3731726357631
2016-10-18,45.44304791334087
2016-10-19,47.91603963658876
2016-10-20,63.04019210976272
2016-10-21,12.381760343547121
2016-10-22,59.96308353973453
2016-10-23,37.63656320456561
2016-10-24,44.2113518602537
2016-10-25,68.91134732926558
2016-10-26,65.52620015964371
2016-10-27,75.94826530894863
2016-10-28,43.810345067006665
2016-10-29,96.49348147419795
2016-10-30,25.987352703950666
2016-10-31,35.553481492023444
2016-11-01,56.569616959973324
2016-11-02,70.81954498340146
2016-11-03,36.186941789011065
2016-11-04,77.36348811128786
2016-11-05,83.85929659270622
2016-11-06,44.43207973772759
2016-11-07,46.4135585149856
2016-11-08,50.838373714115356
2016-11-09,43.65153200292693
2016-11-10,75.53755218755131
2016-11-11,74.50204408505886
2016-11-12,71.31203598285741
2016-11-13,70.23097880590986
2016-11-14,24.286674889410932
2016-11-15,55.3675404806077
2016-11-16,104.40737244871094
2016-11-17,28.102686679583606
2016-11-18,102.17751646300218
2016-11-19,87.84380540877306
2016-11-20,111.84601614324144
2016-11-21,57.90276172563197
2016-11-22,104.98903268413646
2016-11-23,91.17411942578035
2016-11-24,55.82030692341262
2016-11-25,35.32855781883338
2016-11-26,44.250462958616495
2016-11-27,89.27564497534973
2016-11-28,72.59340738589091
2016-11-29,90.21732815052749
2016-11-30,67.1643131665467
2016-12-01,58.68045418756342
2016-12-02,67.26258538223654
2016-12-03,43.611357260277344
2016-12-04,52.898259251424804
2016-12-05,64.6793776131205
2016-12-06,51.808836018808734
2016-12-07,60.03789556476879
2016-12-08,58.76176390719621
2016-12-09,95.59828844048269
2016-12-10,70.52939728493986
2016-12-11,93.56807203931008
2016-12-12,42.960331890531194
2016-12-13,58.09080838111492
2016-12-14,98.15010541082022
2016-12-15,123.08620399767483
2016-12-16,89.33694475845058
2016-12-17,80.1561079038826
2016-12-18,81.63967960145017
2016-12-19,92.77872560473038
2016-12-20,78.00079851857265
2016-12-21,94.9318646960397
2016-12-22,114.40593588729666
2016-12-23,89.5497634489825
2016-12-24,89.50175029028063
2016-12-25,90.40343498761865
2016-12-26,66.48992670848534
2016-12-27,84.44986673691048
2016-12-28,77.49665646811111
2016-12-29,105.54931491310677
2016-12-30,64.00127426026954
2016-12-31,100.09681448387741
2017-01-01,98.21178866622415
2017-01-02,110.99889692126578
2017-01-03,75.326925347621
2017-01-04,87.93324980290849
2017-01-05,101.82703723398652
2017-01-06,111.40822339733356
2017-01-07,105.03891306010443
2017-01-08,124.44172220860048
2017-01-09,101.7509300990471
2017-01-10,118.10616647585088
2017-01-11,132.56202657519495
2017-01-12,124.7528752800242
2017-01-13,105.31367850028779
2017-01-14,146.5154743038955
2017-01-15,117.92935881830235
2017-01-16,105.78260740843244
2017-01-17,134.92539940635533
2017-01-18,93.83751020111865
2017-01-19,96.82421031781487
2017-01-20,61.19236030446285
2017-01-21,148.35659798819086
2017-01-22,85.00671130489367
2017-01-23,144.60411286931813
2017-01-24,137.60719491787694
2017-01-25,105.07829738559185
2017-01-26,116.8630580750129
2017-01-27,122.93321283362776
2017-01-28,97.28929361700493
2017-01-29,113.57045492058901
2017-01-30,117.48706917617366
2017-01-31,126.89416842895736
2017-02-01,93.49054641879826
2017-02-02,140.0371931147476
2017-02-03,112.96503711565455
2017-02-04,116.00586011969787
2017-02-05,127.2659922568825
2017-02-06,107.51567504180252
2017-02-07,141.68153699882936
2017-02-08,90.7626023123866
2017-02-09,130.9064101330209
2017-02-10,107.66362733292561
2017-02-11,141.19951007160577
2017-02-12,126.36696681288407
2017-02-13,135.6028189089889
2017-02-14,127.96776446655531
2017-02-15,116.70562511034008
2017-02-16,65.9967902625954
2017-02-17,141.71135004951964
2017-02-18,151.92949731804896
2017-02-19,116.5977790074895
2017-02-20,155.59174309210348
2017-02-21,145.99291193938
2017-02-22,141.97014352537587
2017-02-23,111.90751692429474
2017-02-24,132.845348307742
2017-02-25,149.63142056287325
2017-02-26,133.5197713689213
2017-02-27,114.73017009679876
2017-02-28,161.80289863180917
2017-03-01,163.45031666817897
2017-03-02,136.10769441055402
2017-03-03,111.36795685359286
2017-03-04,150.32713486216147
2017-03-05,152.45466300947
2017-03-06,143.6939021872278
2017-03-07,166.96212593538328
2017-03-08,123.69260342600045
2017-03-09,125.39122275922148
2017-03-10,124.13944376366803
2017-03-11,148.10156280938844
2017-03-12,146.92687350292704
2017-03-13,155.90542429956602
2017-03-14,129.17738260141368
2017-03-15,136.02855692434653
2017-03-16,136.61899996298382
2017-03-17,173.23530227935305
2017-03-18,176.13601738311567
2017-03-19,152.2419206415323
2017-03-20,138.45571995149078
2017-03-21,139.7819944100316
2017-03-22,167.23640799896845
2017-03-23,152.56632586643954
2017-03-24,140.7393885313239
2017-03-25,131.86457595168685
2017-03-26,135.62076272043177
2017-03-27,158.6790639874866
2017-03-28,175.72395849705566
2017-03-29,162.14989948254106
2017-03-30,171.775588048263
2017-03-31,131.2503943968322
2017-04-01,161.192580775772
2017-04-02,160.14599271002854
2017-04-03,139.4340061953824
2017-04-04,150.29958209689573
2017-04-05,141.7185535757714
2017-04-06,150.53658884531802
2017-04-07,128.1493714059343
2017-04-08,174.88037098156266
2017-04-09,169.632423663263
2017-04-10,160.07963315839288
2017-04-11,121.6570684068935
2017-04-12,153.43533216461054
2017-04-13,179.91902519878983
2017-04-14,149.7021251632334
2017-04-15,160.80820897973302
2017-04-16,160.21078202929627
2017-04-17,140.0843548110717
2017-04-18,129.68532664845256
2017-04-19,126.91220205341881
2017-04-20,137.9402279229195
2017-04-21,147.4937181162101
2017-04-22,150.02071105101192
2017-04-23,100.2329681870555
2017-04-24,189.76872104780776
2017-04-25,177.838477186514
2017-04-26,141.80126056615308
2017-04-27,128.26348149867084
2017-04-28,146.68886011534076
2017-04-29,155.12698910979742
2017-04-30,120.76045366107904
2017-05-01,147.88785178187874
2017-05-02,126.21331553463511
2017-05-03,153.87221629956426
2017-05-04,143.0983648848521
2017-05-05,123.68500530301564
2017-05-06,174.60666869012903
2017-05-07,155.2255328170216
2017-05-08,157.65401957815905
2017-05-09,149.1899577365759
2017-05-10,138.6452063349419
2017-05-11,146.2205277239808
2017-05-12,156.84656641589325
2017-05-13,126.06949567171505
2017-05-14,148.1094570245831
2017-05-15,134.18366082306886
2017-05-16,119.36431543447176
2017-05-17,120.66090658762099
2017-05-18,154.87089715144452
2017-05-19,178.4061875879466
2017-05-20,167.4663551584579
2017-05-21,185.19509919426207
2017-05-22,143.97963234086995
2017-05-23,131.68617419754946
2017-05-24,145.75738390715114
2017-05-25,153.66849596749068
2017-05-26,142.60124056639367
2017-05-27,132.75103556655543
2017-05-28,181.95224198102306
2017-05-29,133.83333292862122
2017-05-30,123.44536646667933
2017-05-31,164.2515161263483
2017-06-01,142.08260692574495
2017-06-02,121.93324250256791
2017-06-03,146.49496658123743
2017-06-04,93.15394665038244
2017-06-05,130.81100028810698
2017-06-06,122.02933310172745
2017-06-07,133.54739905190462
2017-06-08,119.45279464573038
2017-06-09,118.55104595794
2017-06-10,100.38486266722259
2017-06-11,173.03689603585755
2017-06-12,120.06679871764634
2017-06-13,112.39634833748777
2017-06-14,121.3035610828288
2017-06-15,145.95817662610128
2017-06-16,133.4188375871461
2017-06-17,101.3578173033745
2017-06-18,125.2462363276163
2017-06-19,138.68672270588115
2017-06-20,121.54328307472248
2017-06-21,110.71574604657756
2017-06-22,134.76012765613245
2017-06-23,117.5277277345765
2017-06-24,135.5618972525965
2017-06-25,126.56674384398596
2017-06-26,83.59392007970342
2017-06-27,127.57420884899777
2017-06-28,108.78161728990507
2017-06-29,155.90474622615017
2017-06-30,149.2359730661771
2017-07-01,126.55433664067041
2017-07-02,113.69779342460025
2017-07-03,159.2972641130822
2017-07-04,122.30278771755458
2017-07-05,117.3336197960724
2017-07-06,122.3401978014746
2017-07-07,109.51728786410327
2017-07-08,150.64703083863918
2017-07-09,83.0043884733005
2017-07-10,128.39971165256173
2017-07-11,135.475379551075
2017-07-12,113.07928282131536
2017-07-13,117.94720603821463
2017-07-14,117.68034500443386
2017-07-15,60.572097389097145
2017-07-16,91.8703750513597
2017-07-17,112.77101571555147
2017-07-18,99.22844487353441
2017-07-19,138.28416075914976
2017-07-20,121.30232530250723
2017-07-21,103.61391396506038
